,lat,long,N
911,-30.03,-51.23,5
912,-20.25,-46.37,6
913,-7.19,-48.2,1
914,52.23,21.01,2
915,-1.72,-48.88,1
916,-19.62,-44.04,3
917,-22.66,-43.04,1
918,-20.83,-43.81,1
919,-22.78,-43.43,1
920,8.56,-81.13,2
921,-27.1,-48.91,3
922,-18.6,-46.51,2
923,38.89,-77.04,1
924,-6.07,-49.89,3
925,-5.1,-42.84,1
926,-20.46,-54.62,1
927,-22.42,-45.45,4
928,-23.54,-46.31,2
929,-19.52,-42.62,1
930,38.68,-9.16,1
931,-23.21,-47.52,1
932,-20.76,-41.53,1
933,-24.28,-53.84,1
934,-8.03,-34.96,1
935,-8.02,-34.96,1
936,-2.54,-43.02,2
937,-7.22,-39.32,1
938,-27.09,-48.98,1
939,-16.01,-41.28,1
940,-5.21,-42.08,1
941,-5.09,-42.81,3
942,-20.46,-41.86,4
943,-28.3,-52.79,1
944,-1.37,-48.4,1
945,-11.01,-37.21,1
946,-25.57,-48.36,1
947,-22.49,-53.35,1
948,-17.57,-52.55,3
949,-32.78,-71.53,1
950,-24.96,-53.46,1
951,-23.44,-46.52,1
952,-21.84,-43.79,2
953,-20.46,-45.43,1
954,-8.06,-34.88,4
955,-20.67,-40.5,1
956,-33.85,151.22,1
957,-21.76,-41.33,1
958,-5.81,-35.21,3
959,41.88,-8.52,2
960,-7.04,-55.42,1
961,38.84,-9.35,1
962,-20.25,-47.48,2
963,-20.26,-40.42,2
964,-15.78,-47.8,1
965,-34.7,-58.4,1
966,-23.03,-46.97,1
967,38.75,-8.63,1
968,-12.21,-55.57,1
969,-25.44,-54.4,1
970,-23.96,-46.33,2
971,-22.86,-47.22,1
972,-18.0,-43.38,1
973,-23.53,-46.79,1
974,-21.79,-46.56,2
975,-24.01,-46.4,1
976,-23.71,-46.55,1
977,-20.13,-40.31,1
978,-5.53,-47.48,2
979,-28.51,-50.94,1
980,-20.39,-43.5,1
981,-23.01,-44.32,2
982,-32.79,-71.2,1
983,-22.52,-44.1,1
984,39.33,-4.84,1
985,-9.39,-70.06,1
986,39.77,-6.01,1
987,-22.91,-43.23,1
988,-18.13,-43.36,1
989,-29.85,-51.29,1
990,-29.97,-67.05,1
991,-13.29,-39.82,1
992,-7.42,-47.22,1
993,-34.62,-55.99,3
994,-29.01,-51.68,1
995,-12.7,-38.33,1
996,33.88,35.84,1
997,-29.23,-51.35,1
998,28.1,-16.68,1
999,40.42,-3.7,1
1000,-22.32,-49.07,5
1001,-22.41,-47.56,1
1002,-22.89,-48.44,1
1003,-28.82,-51.28,1
